xdata,ydata
0.5907400047548337,1.325081304288505
1.290789408998017,0.02035405235491461
2.709702251612017,0.8578848176499351
3.0993682629736985,0.3536517472569763
3.369296246837105,1.5515339355609483
1.0854343150970722,0.9102374485084979
2.6648849519117364,0.9120398491348135
1.067589788306583,1.384162677825143
2.4088652174500917,0.7798285621518799
2.6861263152937576,-0.12382046921985157
1.7284937162180793,0.9741693240661763
2.3414561825351874,1.2644013122429276
3.4783523076148137,0.2048155302722776
3.486293366646443,1.7309118679451414
1.392891111833912,1.3826280077254691
1.275553635867873,1.4813040568819698
1.5425949030395718,0.8892300792642346
2.333490915508165,0.4636432750304816
2.303485331237987,-0.07962101001981525
3.5891206220196428,0.36851365529297697
0.2644055968412582,3.02517302406653
1.29118717201984,1.050989408350917
1.8980655412979113,0.6510883762474007
3.372637238892211,0.6197404168423276
0.2971838601736536,3.091592345191847
0.0069507006584443864,3.8501464389728546
0.1473248615682876,2.3442791360872084
0.1276725235396312,2.7789171679128897
1.1671415720924485,1.344592611678305
1.2767233776637013,0.9525865783742599
1.7378025613757955,0.6048299255030547
2.619527938081441,0.9045450155360437
2.5002573820723426,0.9102520026539835
2.1701577941667636,0.5734908662665674
3.6595923302676865,1.2908337205965563
3.7730888868338197,0.739459986555399
1.9333416054626245,1.4185802101835807
1.7269781363934857,0.947990353459075
1.8965055310340109,0.43436977249433395
2.044988979759177,0.929715815869249
2.489453400828049,0.3361086890201505
3.9156637312921223,0.4920775739901756
1.0507097759357813,0.8973017899125608
1.9370176289139018,0.7195018589945159
1.6247418738713955,0.4324739458680408
2.5213717101700888,0.8443775865520835
2.161704209727534,0.7441256972281122
3.3323324020188303,0.7979246656510417
3.2811050517716134,0.055445241132848766
3.3138671258910457,0.6861286523134091
0.22017988141630251,2.62910371209098
0.45970146045437854,1.943459757949277
0.13532295553339946,3.3251313099316744
1.6764113135513794,1.1378910347464877
3.487192309770019,1.107096548218498
3.966900336740369,0.04609304842410811
0.3068432742597227,2.09016010739309
0.779390515865305,1.2550375489183299
1.0571879833139621,0.8920736441911127
1.2570423644986906,0.8682807815173524
1.317689139581414,1.2775714763171933
0.32660352512490576,2.9797722355060774
0.2659601502774649,2.2204713893988837
1.0758227744087883,1.1196888948400228
2.385849618854163,0.6218839618998335
2.6541688889068205,0.812591914136205
0.4399318258917231,2.195452876404278
0.22689901621915398,3.122908438780181
1.5276427574646303,0.973631825583086
2.7422767601589624,0.043584105106703186
2.65777629676062,0.5547494793217496
3.4484278487775737,0.4517179295993118
3.013198988197868,0.6182543777254083
2.69506787384496,0.7592774291537654
2.7051932234361944,0.28851799720039994
3.097473249478516,0.7612884868141098
2.7134829561657106,0.7784136209935906
2.9987327375203683,1.3200075031171727
3.1148153812078667,1.5779348957455517
3.206882501407319,1.0176268594525604
3.854050121493406,0.6875435955048608
0.7694014901830357,1.629909623429032
0.48990896471576484,1.8275249224973684
2.970408807041208,0.5415500747083883
3.0089609961736254,0.8698248149594103
0.6789573911381113,2.290470904064934
2.208066701455634,1.0506609788030739
2.9135125470961882,0.8844884186643034
2.7220872372193967,0.6221065845904767
2.6360882221020376,0.5927778955589427
0.4142206271613764,1.8736523616493894
0.7053495781556256,0.8004738909597193
1.311124357032475,1.5494271768002652
2.806505805973905,0.8456044170336856
2.2661469167755888,0.46463114372404357
3.3559421357547086,0.5538669901159405
0.32382234706089674,2.503474911229058
0.17330888775526132,3.2423547074549615
1.2292917610146996,1.4303423652057703
3.2950086212214127,0.11385726972688415
